province,locationName,locationEnglishName,confirmedCount,suspectedCount,curedCount,deadCount,updateTime,Country/Region
Chongqing,重庆市,Chongqing,576,0.0,570,6,2020-03-15 11:37:10.875,China
Gansu,甘肃省,Gansu,132,0.0,91,2,2020-03-15 10:03:21.082,China
Jiangsu,江苏省,Jiangsu,631,0.0,631,0,2020-03-15 09:47:45.850,China
Sichuan,四川省,Sichuan,539,0.0,515,3,2020-03-15 09:41:11.222,China
Guangdong,广东省,Guangdong,1357,0.0,1303,8,2020-03-15 09:33:29.555,China
Zhejiang,浙江省,Zhejiang,1231,0.0,1211,1,2020-03-15 09:23:34.402,China
Beijing,北京市,Beijing,442,0.0,353,8,2020-03-15 09:11:28.429,China
Hubei,湖北省,Hubei,67794,0.0,54278,3085,2020-03-15 08:49:13.790,China
Heilongjiang,黑龙江省,Heilongjiang,482,0.0,453,13,2020-03-15 08:15:18.221,China
Gansu,甘肃省,Gansu,132,0.0,89,2,2020-03-15 07:57:42.402,China
Shanghai,上海市,Shanghai,353,0.0,324,3,2020-03-15 07:53:21.051,China
Chongqing,重庆市,Chongqing,576,0.0,569,6,2020-03-15 07:34:42.863,China
Yunnan,云南省,Yunnan,174,0.0,172,2,2020-03-15 07:25:57.909,China
Chongqing,万州区,Wanzhou District,118,0.0,114,4,2020-03-15 11:37:10.875,China
Chongqing,江北区,Jiangbei District,28,0.0,28,0,2020-03-15 11:37:10.875,China
Chongqing,云阳县,Yunyang County,25,0.0,25,0,2020-03-15 11:37:10.875,China
Chongqing,合川区,Hechuan District,23,0.0,23,0,2020-03-15 11:37:10.875,China
Chongqing,綦江区,Qijiang District,23,0.0,23,0,2020-03-15 11:37:10.875,China
Chongqing,长寿区,Changshou District,22,0.0,22,0,2020-03-15 11:37:10.875,China
Chongqing,奉节县,Fengjie County,22,0.0,22,0,2020-03-15 11:37:10.875,China
Chongqing,九龙坡区,Jiulongpo District,21,0.0,20,1,2020-03-15 11:37:10.875,China
Chongqing,开州区,Kaizhou District,21,0.0,20,1,2020-03-15 11:37:10.875,China
Chongqing,忠县,Zhong County,21,0.0,21,0,2020-03-15 11:37:10.875,China
Chongqing,渝中区,Yuzhong District,20,0.0,20,0,2020-03-15 11:37:10.875,China
Chongqing,垫江县,Dianjiang County,20,0.0,20,0,2020-03-15 11:37:10.875,China
Chongqing,潼南区,Tongnan District,18,0.0,18,0,2020-03-15 11:37:10.875,China
Chongqing,渝北区,Yubei District,17,0.0,17,0,2020-03-15 11:37:10.875,China
Chongqing,两江新区,Liangjiang New Area,17,0.0,17,0,2020-03-15 11:37:10.875,China
Chongqing,南岸区,Nan'an District,15,0.0,15,0,2020-03-15 11:37:10.875,China
Chongqing,石柱县,Shizhu Tujia Autonomous County,15,0.0,15,0,2020-03-15 11:37:10.875,China
Chongqing,大足区,Dazu District,14,0.0,14,0,2020-03-15 11:37:10.875,China
Chongqing,巫溪县,Wuxi County,14,0.0,14,0,2020-03-15 11:37:10.875,China
Chongqing,铜梁区,Tongliang District,10,0.0,10,0,2020-03-15 11:37:10.875,China
Chongqing,丰都县,Fengdu County,10,0.0,10,0,2020-03-15 11:37:10.875,China
Chongqing,巫山县,Wushan County,10,0.0,10,0,2020-03-15 11:37:10.875,China
Chongqing,沙坪坝区,Shapingba District,9,0.0,9,0,2020-03-15 11:37:10.875,China
Chongqing,璧山区,Bishan District,9,0.0,9,0,2020-03-15 11:37:10.875,China
Chongqing,荣昌区,Rongchang District,9,0.0,9,0,2020-03-15 11:37:10.875,China
Chongqing,大渡口区,Dadukou District,7,0.0,7,0,2020-03-15 11:37:10.875,China
Chongqing,巴南区,Banan District,6,0.0,6,0,2020-03-15 11:37:10.875,China
Chongqing,涪陵区,Fuling District,5,0.0,5,0,2020-03-15 11:37:10.875,China
Chongqing,永川区,Yongchuan District,5,0.0,5,0,2020-03-15 11:37:10.875,China
Chongqing,江津区,Jiangjin District,4,0.0,4,0,2020-03-15 11:37:10.875,China
Chongqing,梁平区,Liangping District,4,0.0,4,0,2020-03-15 11:37:10.875,China
Chongqing,高新区,Chongqing High-tech Zone,4,0.0,4,0,2020-03-15 11:37:10.875,China
Chongqing,黔江区,Qianjiang Tujia and Miao Autonomous County,2,0.0,2,0,2020-03-15 11:37:10.875,China
Chongqing,城口县,Chengkou County,2,0.0,2,0,2020-03-15 11:37:10.875,China
Chongqing,彭水县,Pengshui Miao and Tujia Autonomous County,2,0.0,2,0,2020-03-15 11:37:10.875,China
Chongqing,武隆区,Wulong District,1,0.0,1,0,2020-03-15 11:37:10.875,China
Chongqing,秀山县,Xiushan Tujia and Miao Autonomous County,1,0.0,1,0,2020-03-15 11:37:10.875,China
Chongqing,酉阳县,Youyang Tujia and Miao Autonomous County,1,0.0,1,0,2020-03-15 11:37:10.875,China
Chongqing,万盛经开区,Wansheng District,1,0.0,1,0,2020-03-15 11:37:10.875,China
Gansu,境外输入人员,,41,0.0,2,0,2020-03-15 10:03:21.082,China
Gansu,兰州,Lanzhou,36,0.0,34,2,2020-03-15 10:03:21.082,China
Gansu,天水,Tianshui,12,0.0,12,0,2020-03-15 10:03:21.082,China
Gansu,平凉,Pingliang,9,0.0,9,0,2020-03-15 10:03:21.082,China
Gansu,定西,Dingxi,9,0.0,9,0,2020-03-15 10:03:21.082,China
Gansu,甘南,Gannan,8,0.0,8,0,2020-03-15 10:03:21.082,China
Gansu,白银,Baiyin,4,0.0,4,0,2020-03-15 10:03:21.082,China
Gansu,陇南,Longnan,4,0.0,4,0,2020-03-15 10:03:21.082,China
Gansu,庆阳,Qingyang,3,0.0,3,0,2020-03-15 10:03:21.082,China
Gansu,临夏,Linxia,3,0.0,3,0,2020-03-15 10:03:21.082,China
Gansu,张掖,Zhangye,2,0.0,2,0,2020-03-15 10:03:21.082,China
Gansu,金昌,Jinchang,1,0.0,1,0,2020-03-15 10:03:21.082,China
Jiangsu,南京,Nanjing,93,0.0,93,0,2020-03-15 09:47:45.850,China
Jiangsu,苏州,Suzhou,87,0.0,87,0,2020-03-15 09:47:45.850,China
Jiangsu,徐州,Xuzhou,79,0.0,79,0,2020-03-15 09:47:45.850,China
Jiangsu,淮安,Huainan,66,0.0,66,0,2020-03-15 09:47:45.850,China
Jiangsu,无锡,Wuxi,55,0.0,55,0,2020-03-15 09:47:45.850,China
Jiangsu,常州,Changzhou,51,0.0,51,0,2020-03-15 09:47:45.850,China
Jiangsu,连云港,Lianyungang,48,0.0,48,0,2020-03-15 09:47:45.850,China
Jiangsu,南通,Nantong,40,0.0,40,0,2020-03-15 09:47:45.850,China
Jiangsu,泰州,Taizhou,37,0.0,37,0,2020-03-15 09:47:45.850,China
Jiangsu,盐城,Yancheng,27,0.0,27,0,2020-03-15 09:47:45.850,China
Jiangsu,扬州,Yangzhou,23,0.0,23,0,2020-03-15 09:47:45.850,China
Jiangsu,宿迁,Suqian,13,0.0,13,0,2020-03-15 09:47:45.850,China
Jiangsu,镇江,Zhenjiang,12,0.0,12,0,2020-03-15 09:47:45.850,China
Sichuan,成都,Chengdu,144,0.0,122,3,2020-03-15 09:41:11.222,China
Sichuan,甘孜州,Garzê Tibetan Autonomous Prefecture,78,0.0,76,0,2020-03-15 09:41:11.222,China
Sichuan,达州,Dazhou,42,0.0,42,0,2020-03-15 09:41:11.222,China
Sichuan,南充,Nanchong,39,0.0,39,0,2020-03-15 09:41:11.222,China
Sichuan,广安,Guang'an,30,0.0,30,0,2020-03-15 09:41:11.222,China
Sichuan,泸州,Luzhou,24,0.0,24,0,2020-03-15 09:41:11.222,China
Sichuan,巴中,Bazhong,24,0.0,24,0,2020-03-15 09:41:11.222,China
Sichuan,绵阳,Mianyang,22,0.0,22,0,2020-03-15 09:41:11.222,China
Sichuan,内江,Neijiang,22,0.0,22,0,2020-03-15 09:41:11.222,China
Sichuan,德阳,Deyang,18,0.0,18,0,2020-03-15 09:41:11.222,China
Sichuan,遂宁,Suining,17,0.0,17,0,2020-03-15 09:41:11.222,China
Sichuan,攀枝花,Panzhihua,16,0.0,16,0,2020-03-15 09:41:11.222,China
Sichuan,凉山州,Liangshan Yi Autonomous Prefecture,13,0.0,13,0,2020-03-15 09:41:11.222,China
Sichuan,宜宾,Yibin,12,0.0,12,0,2020-03-15 09:41:11.222,China
Sichuan,自贡,Zigong,9,0.0,9,0,2020-03-15 09:41:11.222,China
Sichuan,眉山,Meishan,8,0.0,8,0,2020-03-15 09:41:11.222,China
Sichuan,雅安,Ya'an,7,0.0,7,0,2020-03-15 09:41:11.222,China
Sichuan,广元,Guangyuan,6,0.0,6,0,2020-03-15 09:41:11.222,China
Sichuan,资阳,Ziyang,4,0.0,4,0,2020-03-15 09:41:11.222,China
Sichuan,乐山,Leshan,3,0.0,3,0,2020-03-15 09:41:11.222,China
Sichuan,阿坝州,Ngawa Tibetan and Qiang Autonomous Prefecture,1,0.0,1,0,2020-03-15 09:41:11.222,China
Guangdong,深圳,Shenzhen,421,0.0,395,3,2020-03-15 09:33:29.555,China
Guangdong,广州,Guangzhou,347,0.0,330,1,2020-03-15 09:33:29.555,China
Guangdong,佛山,Foshan,84,0.0,78,0,2020-03-15 09:33:29.555,China
Guangdong,中山,Zhongshan,68,0.0,64,0,2020-03-15 09:33:29.555,China
Guangdong,东莞,Dongguan,100,0.0,96,1,2020-03-15 09:33:29.555,China
Guangdong,汕头,Shantou,25,0.0,24,0,2020-03-15 09:33:29.555,China
Guangdong,珠海,Zhuhai,98,0.0,97,1,2020-03-15 09:33:29.555,China
Guangdong,惠州,Huizhou,62,0.0,62,0,2020-03-15 09:33:29.555,China
Guangdong,江门,Jiangmen,23,0.0,23,0,2020-03-15 09:33:29.555,China
Guangdong,湛江,Zhanjiang,22,0.0,22,0,2020-03-15 09:33:29.555,China
Guangdong,肇庆,Zhaoqing,19,0.0,18,1,2020-03-15 09:33:29.555,China
Guangdong,梅州,Meizhou,16,0.0,16,0,2020-03-15 09:33:29.555,China
Guangdong,阳江,Yangjiang,14,0.0,14,0,2020-03-15 09:33:29.555,China
Guangdong,茂名,Maoming,14,0.0,14,0,2020-03-15 09:33:29.555,China
Guangdong,清远,Qingyuan,12,0.0,12,0,2020-03-15 09:33:29.555,China
Guangdong,韶关,Shaoguan,10,0.0,9,1,2020-03-15 09:33:29.555,China
Guangdong,揭阳,Jieyang,8,0.0,8,0,2020-03-15 09:33:29.555,China
Guangdong,汕尾,Shanwei,5,0.0,5,0,2020-03-15 09:33:29.555,China
Guangdong,潮州,Chaozhou,5,0.0,5,0,2020-03-15 09:33:29.555,China
Guangdong,河源,Heyuan,4,0.0,4,0,2020-03-15 09:33:29.555,China
Guangdong,待明确地区,Area not defined,0,0.0,7,0,2020-03-15 09:33:29.555,China
Zhejiang,丽水,Lishui,28,0.0,18,0,2020-03-15 09:23:34.402,China
Zhejiang,杭州,Hangzhou,182,0.0,179,0,2020-03-15 09:23:34.402,China
Zhejiang,温州,Wenzhou,504,0.0,501,1,2020-03-15 09:23:34.402,China
Zhejiang,湖州,Huzhou,12,0.0,10,0,2020-03-15 09:23:34.402,China
Zhejiang,嘉兴,Jiaxing,45,0.0,44,0,2020-03-15 09:23:34.402,China
Zhejiang,绍兴,Shaoxing,42,0.0,41,0,2020-03-15 09:23:34.402,China
Zhejiang,宁波,Ningbo,157,0.0,157,0,2020-03-15 09:23:34.402,China
Zhejiang,台州,Taizhou,146,0.0,146,0,2020-03-15 09:23:34.402,China
Zhejiang,金华,Jinhua,55,0.0,55,0,2020-03-15 09:23:34.402,China
Zhejiang,省十里丰监狱,Shilifeng Prison,36,0.0,36,0,2020-03-15 09:23:34.402,China
Zhejiang,衢州,Quzhou,14,0.0,14,0,2020-03-15 09:23:34.402,China
Zhejiang,舟山,Zhoushan,10,0.0,10,0,2020-03-15 09:23:34.402,China
Beijing,朝阳区,Chaoyang District,72,0.0,0,0,2020-03-15 09:11:28.429,China
Beijing,海淀区,Haidian District,63,0.0,0,0,2020-03-15 09:11:28.429,China
Beijing,西城区,Xicheng District,53,0.0,0,0,2020-03-15 09:11:28.429,China
Beijing,丰台区,Fengtai District,43,0.0,3,0,2020-03-15 09:11:28.429,China
Beijing,境外输入人员,,27,0.0,0,0,2020-03-15 09:11:28.429,China
Beijing,大兴区,Daxing District,39,0.0,16,0,2020-03-15 09:11:28.429,China
Beijing,外地来京人员,People from other cities,25,0.0,2,0,2020-03-15 09:11:28.429,China
Beijing,昌平区,Changping District,29,0.0,10,0,2020-03-15 09:11:28.429,China
Beijing,通州区,Tongzhou District,19,0.0,1,0,2020-03-15 09:11:28.429,China
Beijing,房山区,Fangshan District,16,0.0,3,0,2020-03-15 09:11:28.429,China
Beijing,东城区,Dongcheng District,14,0.0,1,0,2020-03-15 09:11:28.429,China
Beijing,石景山区,Shijingshan District,14,0.0,1,0,2020-03-15 09:11:28.429,China
Beijing,顺义区,Shunyi District,10,0.0,0,0,2020-03-15 09:11:28.429,China
Beijing,怀柔区,Huairou District,7,0.0,0,0,2020-03-15 09:11:28.429,China
Beijing,密云区,Miyun District,7,0.0,0,0,2020-03-15 09:11:28.429,China
Beijing,门头沟区,Mentougou District,3,0.0,2,0,2020-03-15 09:11:28.429,China
Beijing,延庆区,Yanqing District,1,0.0,0,0,2020-03-15 09:11:28.429,China
Beijing,待明确地区,Area not defined,0,0.0,314,8,2020-03-15 09:11:28.429,China
Hubei,武汉,Wuhan,49995,0.0,36465,2446,2020-03-15 08:49:13.790,China
Hubei,孝感,Xiaogan,3518,0.0,3237,126,2020-03-15 08:49:13.790,China
Hubei,鄂州,Ezhou,1394,0.0,1212,57,2020-03-15 08:49:13.790,China
Hubei,随州,Suizhou,1307,0.0,1192,45,2020-03-15 08:49:13.790,China
Hubei,荆州,Jingzhou,1580,0.0,1474,50,2020-03-15 08:49:13.790,China
Hubei,黄冈,Huanggang,2907,0.0,2730,125,2020-03-15 08:49:13.790,China
Hubei,宜昌,Yichang,931,0.0,858,36,2020-03-15 08:49:13.790,China
Hubei,十堰,Shiyan,672,0.0,629,8,2020-03-15 08:49:13.790,China
Hubei,黄石,Huangshi,1015,0.0,943,38,2020-03-15 08:49:13.790,China
Hubei,仙桃,Xiantao,575,0.0,520,22,2020-03-15 08:49:13.790,China
Hubei,荆门,Jingmen,928,0.0,860,39,2020-03-15 08:49:13.790,China
Hubei,襄阳,Xiangyang,1175,0.0,1115,38,2020-03-15 08:49:13.790,China
Hubei,恩施州,Enshi Tujia and Miao Autonomous Prefecture,252,0.0,238,7,2020-03-15 08:49:13.790,China
Hubei,潜江,Qianjiang,198,0.0,182,9,2020-03-15 08:49:13.790,China
Hubei,天门,Tianmen,496,0.0,476,15,2020-03-15 08:49:13.790,China
Hubei,咸宁,Xianning,836,0.0,818,14,2020-03-15 08:49:13.790,China
Hubei,神农架林区,Shennongjia,11,0.0,11,0,2020-03-15 08:49:13.790,China
Heilongjiang,哈尔滨,Harbin,198,0.0,187,4,2020-03-15 08:15:18.221,China
Heilongjiang,绥化,Suihua,47,0.0,41,4,2020-03-15 08:15:18.221,China
Heilongjiang,齐齐哈尔,Qiqihar,43,0.0,40,1,2020-03-15 08:15:18.221,China
Heilongjiang,大庆,Daqing,26,0.0,23,1,2020-03-15 08:15:18.221,China
Heilongjiang,双鸭山,Shuangyashan,52,0.0,48,3,2020-03-15 08:15:18.221,China
Heilongjiang,黑河,Heihe,14,0.0,13,0,2020-03-15 08:15:18.221,China
Heilongjiang,大兴安岭,Daxinganling,3,0.0,2,0,2020-03-15 08:15:18.221,China
Heilongjiang,鸡西,Jixi,46,0.0,46,0,2020-03-15 08:15:18.221,China
Heilongjiang,七台河,Qitaihe,17,0.0,17,0,2020-03-15 08:15:18.221,China
Heilongjiang,佳木斯,Jiamusi,15,0.0,15,0,2020-03-15 08:15:18.221,China
Heilongjiang,牡丹江,Mudanjiang,15,0.0,15,0,2020-03-15 08:15:18.221,China
Heilongjiang,鹤岗,Hegang,5,0.0,5,0,2020-03-15 08:15:18.221,China
Heilongjiang,伊春,Yichun,1,0.0,1,0,2020-03-15 08:15:18.221,China
Gansu,境外输入人员,,41,0.0,0,0,2020-03-15 07:57:42.402,China
Gansu,兰州,Lanzhou,36,0.0,34,2,2020-03-15 07:57:42.402,China
Gansu,天水,Tianshui,12,0.0,12,0,2020-03-15 07:57:42.402,China
Gansu,平凉,Pingliang,9,0.0,9,0,2020-03-15 07:57:42.402,China
Gansu,定西,Dingxi,9,0.0,9,0,2020-03-15 07:57:42.402,China
Gansu,甘南,Gannan,8,0.0,8,0,2020-03-15 07:57:42.402,China
Gansu,白银,Baiyin,4,0.0,4,0,2020-03-15 07:57:42.402,China
Gansu,陇南,Longnan,4,0.0,4,0,2020-03-15 07:57:42.402,China
Gansu,庆阳,Qingyang,3,0.0,3,0,2020-03-15 07:57:42.402,China
Gansu,临夏,Linxia,3,0.0,3,0,2020-03-15 07:57:42.402,China
Gansu,张掖,Zhangye,2,0.0,2,0,2020-03-15 07:57:42.402,China
Gansu,金昌,Jinchang,1,0.0,1,0,2020-03-15 07:57:42.402,China
Shanghai,境外输入人员,,15,0.0,0,0,2020-03-15 07:53:21.051,China
Shanghai,外地来沪人员,People from other cities,111,0.0,106,1,2020-03-15 07:53:21.051,China
Shanghai,浦东新区,Pudong District,61,0.0,59,0,2020-03-15 07:53:21.051,China
Shanghai,宝山区,Baoshan District,21,0.0,19,0,2020-03-15 07:53:21.051,China
Shanghai,嘉定区,Jiading District,9,0.0,7,0,2020-03-15 07:53:21.051,China
Shanghai,徐汇区,Xuhui District,18,0.0,17,0,2020-03-15 07:53:21.051,China
Shanghai,静安区,Jing'an District,16,0.0,15,0,2020-03-15 07:53:21.051,China
Shanghai,黄浦区,Huangpu District,6,0.0,5,0,2020-03-15 07:53:21.051,China
Shanghai,闵行区,Minhang District,19,0.0,19,0,2020-03-15 07:53:21.051,China
Shanghai,松江区,Songjiang District,14,0.0,14,0,2020-03-15 07:53:21.051,China
Shanghai,长宁区,Changning District,13,0.0,13,0,2020-03-15 07:53:21.051,China
Shanghai,普陀区,Putuo District,11,0.0,11,0,2020-03-15 07:53:21.051,China
Shanghai,杨浦区,Yangpu District,9,0.0,9,0,2020-03-15 07:53:21.051,China
Shanghai,奉贤区,Fengxian District,9,0.0,9,0,2020-03-15 07:53:21.051,China
Shanghai,虹口区,Hongkou District,7,0.0,7,0,2020-03-15 07:53:21.051,China
Shanghai,青浦区,Qingpu District,6,0.0,6,0,2020-03-15 07:53:21.051,China
Shanghai,金山区,Jinshan District,4,0.0,4,0,2020-03-15 07:53:21.051,China
Shanghai,崇明区,Chongming District,4,0.0,4,0,2020-03-15 07:53:21.051,China
Shanghai,待明确地区,Area not defined,0,0.0,0,2,2020-03-15 07:53:21.051,China
Chongqing,长寿区,Changshou District,22,0.0,21,0,2020-03-15 07:34:42.863,China
Chongqing,万州区,Wanzhou District,118,0.0,114,4,2020-03-15 07:34:42.863,China
Chongqing,江北区,Jiangbei District,28,0.0,28,0,2020-03-15 07:34:42.863,China
Chongqing,云阳县,Yunyang County,25,0.0,25,0,2020-03-15 07:34:42.863,China
Chongqing,合川区,Hechuan District,23,0.0,23,0,2020-03-15 07:34:42.863,China
Chongqing,綦江区,Qijiang District,23,0.0,23,0,2020-03-15 07:34:42.863,China
Chongqing,奉节县,Fengjie County,22,0.0,22,0,2020-03-15 07:34:42.863,China
Chongqing,九龙坡区,Jiulongpo District,21,0.0,20,1,2020-03-15 07:34:42.863,China
Chongqing,开州区,Kaizhou District,21,0.0,20,1,2020-03-15 07:34:42.863,China
Chongqing,忠县,Zhong County,21,0.0,21,0,2020-03-15 07:34:42.863,China
Chongqing,渝中区,Yuzhong District,20,0.0,20,0,2020-03-15 07:34:42.863,China
Chongqing,垫江县,Dianjiang County,20,0.0,20,0,2020-03-15 07:34:42.863,China
Chongqing,潼南区,Tongnan District,18,0.0,18,0,2020-03-15 07:34:42.863,China
Chongqing,渝北区,Yubei District,17,0.0,17,0,2020-03-15 07:34:42.863,China
Chongqing,两江新区,Liangjiang New Area,17,0.0,17,0,2020-03-15 07:34:42.863,China
Chongqing,南岸区,Nan'an District,15,0.0,15,0,2020-03-15 07:34:42.863,China
Chongqing,石柱县,Shizhu Tujia Autonomous County,15,0.0,15,0,2020-03-15 07:34:42.863,China
Chongqing,大足区,Dazu District,14,0.0,14,0,2020-03-15 07:34:42.863,China
Chongqing,巫溪县,Wuxi County,14,0.0,14,0,2020-03-15 07:34:42.863,China
Chongqing,铜梁区,Tongliang District,10,0.0,10,0,2020-03-15 07:34:42.863,China
Chongqing,丰都县,Fengdu County,10,0.0,10,0,2020-03-15 07:34:42.863,China
Chongqing,巫山县,Wushan County,10,0.0,10,0,2020-03-15 07:34:42.863,China
Chongqing,沙坪坝区,Shapingba District,9,0.0,9,0,2020-03-15 07:34:42.863,China
Chongqing,璧山区,Bishan District,9,0.0,9,0,2020-03-15 07:34:42.863,China
Chongqing,荣昌区,Rongchang District,9,0.0,9,0,2020-03-15 07:34:42.863,China
Chongqing,大渡口区,Dadukou District,7,0.0,7,0,2020-03-15 07:34:42.863,China
Chongqing,巴南区,Banan District,6,0.0,6,0,2020-03-15 07:34:42.863,China
Chongqing,涪陵区,Fuling District,5,0.0,5,0,2020-03-15 07:34:42.863,China
Chongqing,永川区,Yongchuan District,5,0.0,5,0,2020-03-15 07:34:42.863,China
Chongqing,江津区,Jiangjin District,4,0.0,4,0,2020-03-15 07:34:42.863,China
Chongqing,梁平区,Liangping District,4,0.0,4,0,2020-03-15 07:34:42.863,China
Chongqing,高新区,Chongqing High-tech Zone,4,0.0,4,0,2020-03-15 07:34:42.863,China
Chongqing,黔江区,Qianjiang Tujia and Miao Autonomous County,2,0.0,2,0,2020-03-15 07:34:42.863,China
Chongqing,城口县,Chengkou County,2,0.0,2,0,2020-03-15 07:34:42.863,China
Chongqing,彭水县,Pengshui Miao and Tujia Autonomous County,2,0.0,2,0,2020-03-15 07:34:42.863,China
Chongqing,武隆区,Wulong District,1,0.0,1,0,2020-03-15 07:34:42.863,China
Chongqing,秀山县,Xiushan Tujia and Miao Autonomous County,1,0.0,1,0,2020-03-15 07:34:42.863,China
Chongqing,酉阳县,Youyang Tujia and Miao Autonomous County,1,0.0,1,0,2020-03-15 07:34:42.863,China
Chongqing,万盛经开区,Wansheng District,1,0.0,1,0,2020-03-15 07:34:42.863,China
Yunnan,昆明,Kunming,53,0.0,53,0,2020-03-15 07:25:57.909,China
Yunnan,昭通,Zhaotong,25,0.0,25,0,2020-03-15 07:25:57.909,China
Yunnan,西双版纳,Xishuangbanna,15,0.0,14,1,2020-03-15 07:25:57.909,China
Yunnan,玉溪,Yuxi,14,0.0,13,1,2020-03-15 07:25:57.909,China
Yunnan,曲靖,Qujing,13,0.0,13,0,2020-03-15 07:25:57.909,China
Yunnan,大理州,Dali,13,0.0,13,0,2020-03-15 07:25:57.909,China
Yunnan,红河州,Honghe,9,0.0,9,0,2020-03-15 07:25:57.909,China
Yunnan,保山,Baoshan,9,0.0,9,0,2020-03-15 07:25:57.909,China
Yunnan,丽江,Lijiang,7,0.0,7,0,2020-03-15 07:25:57.909,China
Yunnan,德宏州,Dehong,5,0.0,5,0,2020-03-15 07:25:57.909,China
Yunnan,普洱,Pu'er,4,0.0,4,0,2020-03-15 07:25:57.909,China
Yunnan,楚雄州,Chuxiong,4,0.0,4,0,2020-03-15 07:25:57.909,China
Yunnan,文山州,Wenshan,2,0.0,2,0,2020-03-15 07:25:57.909,China
Yunnan,临沧,Lincang,1,0.0,1,0,2020-03-15 07:25:57.909,China
,,Thailand,82,,35,1,2020-03-14 00:00:00,Thailand
,,Japan,773,,118,22,2020-03-14 00:00:00,Japan
,,Singapore,212,,105,0,2020-03-14 00:00:00,Singapore
,,Nepal,1,,1,0,2020-03-14 00:00:00,Nepal
,,Malaysia,238,,35,0,2020-03-14 00:00:00,Malaysia
,,British Columbia,64,,4,1,2020-03-14 00:00:00,Canada
,,New South Wales,112,,4,2,2020-03-14 00:00:00,Australia
,,Victoria,49,,8,0,2020-03-14 00:00:00,Australia
,,Queensland,46,,8,0,2020-03-14 00:00:00,Australia
,,Cambodia,7,,1,0,2020-03-14 00:00:00,Cambodia
,,Sri Lanka,10,,1,0,2020-03-14 00:00:00,Sri Lanka
,,Germany,4585,,46,9,2020-03-14 00:00:00,Germany
,,Finland,225,,1,0,2020-03-14 00:00:00,Finland
,,United Arab Emirates,85,,17,0,2020-03-14 00:00:00,United Arab Emirates
,,Philippines,111,,2,8,2020-03-14 00:00:00,Philippines
,,India,102,,4,2,2020-03-14 00:00:00,India
,,Italy,21157,,1966,1441,2020-03-14 00:00:00,Italy
,,Sweden,961,,1,2,2020-03-14 00:00:00,Sweden
,,Spain,6391,,517,195,2020-03-14 00:00:00,Spain
,,South Australia,19,,3,0,2020-03-14 00:00:00,Australia
