,County,2018 Personal Income Per Capita,State
2573,Monroe,33338.0,Tennessee
2574,Montgomery,41031.0,Tennessee
2575,Moore,41276.0,Tennessee
2576,Morgan,29380.0,Tennessee
2577,Obion,40666.0,Tennessee
2578,Overton,33701.0,Tennessee
2579,Perry,34268.0,Tennessee
2580,Pickett,39686.0,Tennessee
2581,Polk,33772.0,Tennessee
2582,Putnam,39509.0,Tennessee
2583,Rhea,34147.0,Tennessee
2584,Roane,40980.0,Tennessee
2585,Robertson,42104.0,Tennessee
2586,Rutherford,41031.0,Tennessee
2587,Scott,29758.0,Tennessee
2588,Sequatchie,38003.0,Tennessee
2589,Sevier,39474.0,Tennessee
2590,Shelby,49465.0,Tennessee
2591,Smith,37742.0,Tennessee
2592,Stewart,39853.0,Tennessee
2593,Sullivan,42606.0,Tennessee
2594,Sumner,48656.0,Tennessee
2595,Tipton,38547.0,Tennessee
2596,Trousdale,30090.0,Tennessee
2597,Unicoi,37423.0,Tennessee
2598,Union,31693.0,Tennessee
2599,Van Buren,30770.0,Tennessee
2600,Warren,33970.0,Tennessee
2601,Washington,43299.0,Tennessee
2602,Wayne,28962.0,Tennessee
2603,Weakley,37316.0,Tennessee
2604,White,32477.0,Tennessee
2605,Williamson,94872.0,Tennessee
2606,Wilson,49092.0,Tennessee
2609,Anderson,34242.0,Texas
2610,Andrews,50011.0,Texas
2611,Angelina,38897.0,Texas
2612,Aransas,48389.0,Texas
2613,Archer,50310.0,Texas
2614,Armstrong,47995.0,Texas
2615,Atascosa,36660.0,Texas
2616,Austin,50702.0,Texas
2617,Bailey,42507.0,Texas
2618,Bandera,43459.0,Texas
2619,Bastrop,36561.0,Texas
2620,Baylor,41704.0,Texas
2621,Bee,28457.0,Texas
2622,Bell,42773.0,Texas
2623,Bexar,46058.0,Texas
2624,Blanco,51968.0,Texas
2625,Borden,63756.0,Texas
2626,Bosque,41592.0,Texas
2627,Bowie,40010.0,Texas
2628,Brazoria,47239.0,Texas
2629,Brazos,39216.0,Texas
2630,Brewster,45652.0,Texas
2631,Briscoe,35243.0,Texas
2632,Brooks,33861.0,Texas
2633,Brown,38830.0,Texas
2634,Burleson,42629.0,Texas
2635,Burnet,46516.0,Texas
2636,Caldwell,33668.0,Texas
2637,Calhoun,38668.0,Texas
2638,Callahan,39392.0,Texas
2639,Cameron,28756.0,Texas
2640,Camp,38660.0,Texas
2641,Carson,46373.0,Texas
2642,Cass,36905.0,Texas
2643,Castro,42786.0,Texas
2644,Chambers,53673.0,Texas
2645,Cherokee,34468.0,Texas
2646,Childress,30084.0,Texas
2647,Clay,42335.0,Texas
2648,Cochran,38312.0,Texas
2649,Coke,41895.0,Texas
2650,Coleman,40669.0,Texas
2651,Collin,65874.0,Texas
2652,Collingsworth,33039.0,Texas
2653,Colorado,46821.0,Texas
2654,Comal,58067.0,Texas
2655,Comanche,42465.0,Texas
2656,Concho,19801.0,Texas
2657,Cooke,54174.0,Texas
2658,Coryell,33996.0,Texas
2659,Cottle,57288.0,Texas
2660,Crane,47758.0,Texas
2661,Crockett,41472.0,Texas
2662,Crosby,30773.0,Texas
2663,Culberson,54180.0,Texas
2664,Dallam,52148.0,Texas
2665,Dallas,58993.0,Texas
2666,Dawson,37111.0,Texas
2667,Deaf Smith,40470.0,Texas
2668,Delta,34803.0,Texas
2669,Denton,55933.0,Texas
2670,DeWitt,54549.0,Texas
2671,Dickens,31586.0,Texas
2672,Dimmit,36639.0,Texas
2673,Donley,45736.0,Texas
2674,Duval,36418.0,Texas
2675,Eastland,71142.0,Texas
2676,Ector,47271.0,Texas
2677,Edwards,35182.0,Texas
2678,Ellis,44313.0,Texas
2679,El Paso,35856.0,Texas
2680,Erath,39572.0,Texas
2681,Falls,34619.0,Texas
2682,Fannin,37605.0,Texas
2683,Fayette,53564.0,Texas
2684,Fisher,46444.0,Texas
2685,Floyd,37367.0,Texas
2686,Foard,42954.0,Texas
2687,Fort Bend,57540.0,Texas
2688,Franklin,39730.0,Texas
2689,Freestone,37066.0,Texas
2690,Frio,27545.0,Texas
2691,Gaines,36009.0,Texas
2692,Galveston,51785.0,Texas
2693,Garza,30072.0,Texas
2694,Gillespie,60561.0,Texas
2695,Glasscock,102145.0,Texas
2696,Goliad,43858.0,Texas
2697,Gonzales,43342.0,Texas
2698,Gray,44002.0,Texas
2699,Grayson,42195.0,Texas
2700,Gregg,45401.0,Texas
2701,Grimes,35450.0,Texas
2702,Guadalupe,44809.0,Texas
2703,Hale,32263.0,Texas
2704,Hall,30180.0,Texas
2705,Hamilton,60744.0,Texas
2706,Hansford,62998.0,Texas
2707,Hardeman,38212.0,Texas
2708,Hardin,45982.0,Texas
2709,Harris,56474.0,Texas
2710,Harrison,41917.0,Texas
2711,Hartley,62463.0,Texas
2712,Haskell,34530.0,Texas
2713,Hays,43719.0,Texas
2714,Hemphill,58484.0,Texas
2715,Henderson,39627.0,Texas
2716,Hidalgo,26410.0,Texas
2717,Hill,39205.0,Texas
2718,Hockley,38975.0,Texas
2719,Hood,50741.0,Texas
2720,Hopkins,39120.0,Texas
2721,Houston,38081.0,Texas
2722,Howard,40255.0,Texas
2723,Hudspeth,32472.0,Texas
2724,Hunt,38029.0,Texas
2725,Hutchinson,41550.0,Texas
2726,Irion,68327.0,Texas
2727,Jack,44061.0,Texas
2728,Jackson,41770.0,Texas
2729,Jasper,40803.0,Texas
2730,Jeff Davis,42947.0,Texas
2731,Jefferson,44065.0,Texas
2732,Jim Hogg,30696.0,Texas
2733,Jim Wells,40570.0,Texas
2734,Johnson,41697.0,Texas
2735,Jones,30559.0,Texas
2736,Karnes,49593.0,Texas
2737,Kaufman,42837.0,Texas
2738,Kendall,84270.0,Texas
2739,Kenedy,43561.0,Texas
2740,Kent,54858.0,Texas
2741,Kerr,50150.0,Texas
2742,Kimble,43309.0,Texas
2743,King,55661.0,Texas
2744,Kinney,30431.0,Texas
2745,Kleberg,38997.0,Texas
2746,Knox,38457.0,Texas
2747,Lamar,40763.0,Texas
2748,Lamb,38247.0,Texas
2749,Lampasas,49457.0,Texas
2750,La Salle,35809.0,Texas
2751,Lavaca,50919.0,Texas
2752,Lee,46713.0,Texas
2753,Leon,40388.0,Texas
2754,Liberty,37237.0,Texas
2755,Limestone,35771.0,Texas
2756,Lipscomb,64757.0,Texas
2757,Live Oak,35636.0,Texas
2758,Llano,47476.0,Texas
2759,Loving,56730.0,Texas
2760,Lubbock,42569.0,Texas
2761,Lynn,33119.0,Texas
2762,McCulloch,37927.0,Texas
2763,McLennan,41254.0,Texas
2764,McMullen,72150.0,Texas
2765,Madison,30435.0,Texas
2766,Marion,38063.0,Texas
2767,Martin,56021.0,Texas
2768,Mason,44601.0,Texas
2769,Matagorda,40596.0,Texas
2770,Maverick,30505.0,Texas
2771,Medina,39403.0,Texas
2772,Menard,35311.0,Texas
2773,Midland,124455.0,Texas
2774,Milam,36135.0,Texas
2775,Mills,37153.0,Texas
2776,Mitchell,31913.0,Texas
2777,Montague,42074.0,Texas
2778,Montgomery,63605.0,Texas
2779,Moore,41275.0,Texas
2780,Morris,43421.0,Texas
2781,Motley,28938.0,Texas
2782,Nacogdoches,37755.0,Texas
2783,Navarro,37922.0,Texas
2784,Newton,33350.0,Texas
2785,Nolan,43087.0,Texas
2786,Nueces,44378.0,Texas
2787,Ochiltree,57287.0,Texas
2788,Oldham,49120.0,Texas
2789,Orange,44938.0,Texas
2790,Palo Pinto,39125.0,Texas
2791,Panola,43508.0,Texas
2792,Parker,53289.0,Texas
2793,Parmer,44981.0,Texas
2794,Pecos,36584.0,Texas
2795,Polk,39438.0,Texas
2796,Potter,43945.0,Texas
2797,Presidio,42848.0,Texas
2798,Rains,33602.0,Texas
2799,Randall,47966.0,Texas
2800,Reagan,48253.0,Texas
2801,Real,34687.0,Texas
2802,Red River,40648.0,Texas
2803,Reeves,39418.0,Texas
2804,Refugio,42606.0,Texas
2805,Roberts,41971.0,Texas
2806,Robertson,40394.0,Texas
2807,Rockwall,61003.0,Texas
2808,Runnels,39816.0,Texas
2809,Rusk,36485.0,Texas
2810,Sabine,34631.0,Texas
2811,San Augustine,39879.0,Texas
2812,San Jacinto,34514.0,Texas
2813,San Patricio,43945.0,Texas
2814,San Saba,41233.0,Texas
2815,Schleicher,40136.0,Texas
2816,Scurry,42095.0,Texas
2817,Shackelford,130461.0,Texas
2818,Shelby,41666.0,Texas
2819,Sherman,49508.0,Texas
2820,Smith,55229.0,Texas
2821,Somervell,45756.0,Texas
2822,Starr,26316.0,Texas
2823,Stephens,39289.0,Texas
2824,Sterling,58174.0,Texas
2825,Stonewall,53416.0,Texas
2826,Sutton,61478.0,Texas
2827,Swisher,41977.0,Texas
2828,Tarrant,51239.0,Texas
2829,Taylor,45333.0,Texas
2830,Terrell,48024.0,Texas
2831,Terry,32062.0,Texas
2832,Throckmorton,35941.0,Texas
2833,Titus,34718.0,Texas
2834,Tom Green,45993.0,Texas
2835,Travis,67504.0,Texas
2836,Trinity,34514.0,Texas
2837,Tyler,32081.0,Texas
2838,Upshur,36645.0,Texas
2839,Upton,44545.0,Texas
2840,Uvalde,39458.0,Texas
2841,Val Verde,36554.0,Texas
2842,Van Zandt,38200.0,Texas
2843,Victoria,46142.0,Texas
2844,Walker,28016.0,Texas
2845,Waller,39995.0,Texas
2846,Ward,49916.0,Texas
2847,Washington,52265.0,Texas
2848,Webb,31635.0,Texas
2849,Wharton,41473.0,Texas
2850,Wheeler,41801.0,Texas
2851,Wichita,43170.0,Texas
2852,Wilbarger,42041.0,Texas
2853,Willacy,28593.0,Texas
2854,Williamson,50776.0,Texas
2855,Wilson,44255.0,Texas
2856,Winkler,57584.0,Texas
2857,Wise,43752.0,Texas
2858,Wood,38152.0,Texas
2859,Yoakum,41112.0,Texas
2860,Young,50231.0,Texas
2861,Zapata,28294.0,Texas
2862,Zavala,29202.0,Texas
2865,Beaver,33739.0,Utah
2866,Box Elder,37390.0,Utah
2867,Cache,38974.0,Utah
2868,Carbon,38499.0,Utah
2869,Daggett,41157.0,Utah
2870,Davis,46286.0,Utah
2871,Duchesne,36709.0,Utah
2872,Emery,33145.0,Utah
2873,Garfield,36688.0,Utah
2874,Grand,54010.0,Utah
2875,Iron,32197.0,Utah
2876,Juab,36087.0,Utah
2877,Kane,40257.0,Utah
2878,Millard,35196.0,Utah
2879,Morgan,52426.0,Utah
2880,Piute,33716.0,Utah
2881,Rich,35436.0,Utah
2882,Salt Lake,52639.0,Utah
2883,San Juan,26638.0,Utah
2884,Sanpete,29209.0,Utah
2885,Sevier,34117.0,Utah
2886,Summit,131606.0,Utah
2887,Tooele,36836.0,Utah
2888,Uintah,31563.0,Utah
2890,Wasatch,53285.0,Utah
2891,Washington,38847.0,Utah
2892,Wayne,39096.0,Utah
2893,Weber,41853.0,Utah
2896,Addison,51805.0,Vermont
2897,Bennington,54458.0,Vermont
2898,Caledonia,41246.0,Vermont
2899,Chittenden,60914.0,Vermont
2900,Essex,36008.0,Vermont
2901,Franklin,46220.0,Vermont
2902,Grand Isle,59204.0,Vermont
2903,Lamoille,53953.0,Vermont
2904,Orange,47170.0,Vermont
2905,Orleans,43542.0,Vermont
2906,Rutland,52343.0,Vermont
2907,Washington,60255.0,Vermont
2908,Windham,50925.0,Vermont
2909,Windsor,58116.0,Vermont
2912,Accomack,42764.0,Virginia
2913,Amelia,44774.0,Virginia
2914,Amherst,37160.0,Virginia
2915,Appomattox,38302.0,Virginia
2916,Arlington,95198.0,Virginia
2917,Bath,61628.0,Virginia
2918,Bedford,46707.0,Virginia
2919,Bland,37321.0,Virginia
2920,Botetourt,50274.0,Virginia
2921,Brunswick,32682.0,Virginia
2922,Buchanan,36229.0,Virginia
2923,Buckingham,30704.0,Virginia
2924,Caroline,41781.0,Virginia
2925,Charles City,45824.0,Virginia
2926,Charlotte,35970.0,Virginia
2927,Chesterfield,53695.0,Virginia
2928,Clarke,67111.0,Virginia
2929,Craig,38185.0,Virginia
2930,Culpeper,46510.0,Virginia
2931,Cumberland,38698.0,Virginia
2932,Dickenson,32354.0,Virginia
2933,Essex,42334.0,Virginia
2934,Fauquier,70787.0,Virginia
2935,Floyd,38903.0,Virginia
2936,Fluvanna,44693.0,Virginia
2937,Franklin,40781.0,Virginia
2938,Giles,40117.0,Virginia
2939,Gloucester,50502.0,Virginia
2940,Goochland,100545.0,Virginia
2941,Grayson,33013.0,Virginia
2942,Greene,44383.0,Virginia
2943,Halifax,37329.0,Virginia
2944,Hanover,60259.0,Virginia
2945,Henrico,66836.0,Virginia
2946,Highland,46113.0,Virginia
2947,Isle of Wight,55308.0,Virginia
2948,King and Queen,43361.0,Virginia
2949,King George,53000.0,Virginia
2950,King William,46612.0,Virginia
2951,Lancaster,60152.0,Virginia
2952,Lee,30303.0,Virginia
2953,Loudoun,78070.0,Virginia
2954,Louisa,42476.0,Virginia
2955,Lunenburg,33755.0,Virginia
2956,Madison,48822.0,Virginia
2957,Mathews,56088.0,Virginia
2958,Mecklenburg,37240.0,Virginia
2959,Middlesex,51213.0,Virginia
2960,Nelson,50717.0,Virginia
2961,New Kent,70743.0,Virginia
2962,Northampton,49313.0,Virginia
2963,Northumberland,52946.0,Virginia
2964,Nottoway,34897.0,Virginia
2965,Orange,49010.0,Virginia
2966,Page,39109.0,Virginia
2967,Patrick,34070.0,Virginia
2968,Powhatan,56607.0,Virginia
2969,Prince Edward,31890.0,Virginia
2970,Pulaski,40443.0,Virginia
2971,Rappahannock,65538.0,Virginia
2972,Richmond,36799.0,Virginia
2973,Russell,33498.0,Virginia
2974,Scott,33769.0,Virginia
2975,Shenandoah,45387.0,Virginia
2976,Smyth,36955.0,Virginia
2977,Stafford,55076.0,Virginia
2978,Surry,46413.0,Virginia
2979,Sussex,31378.0,Virginia
2980,Tazewell,38888.0,Virginia
2981,Warren,46743.0,Virginia
2982,Westmoreland,43166.0,Virginia
2983,Wythe,35608.0,Virginia
2985,Alexandria,88008.0,Virginia
2986,Chesapeake,50529.0,Virginia
2987,Hampton,43547.0,Virginia
2988,Newport News,43501.0,Virginia
2989,Norfolk,41822.0,Virginia
2990,Portsmouth,41169.0,Virginia
2991,Richmond,56306.0,Virginia
2992,Roanoke,43451.0,Virginia
2993,Suffolk,51798.0,Virginia
2994,Virginia Beach,58308.0,Virginia
2996,Albemarle + Charlottesville,74613.0,Virginia
2997,Alleghany + Covington,40061.0,Virginia
2998,"Augusta, Staunton + Waynesboro",44316.0,Virginia
2999,Campbell + Lynchburg,37719.0,Virginia
3000,Carroll + Galax,36023.0,Virginia
3001,"Dinwiddie, Colonial Heights + Petersburg",40352.0,Virginia
3002,"Fairfax, Fairfax City + Falls Church",82441.0,Virginia
3003,Frederick + Winchester,50802.0,Virginia
3004,Greensville + Emporia,32391.0,Virginia
3005,Henry + Martinsville,39367.0,Virginia
3006,James City + Williamsburg,65906.0,Virginia
3007,Montgomery + Radford,37759.0,Virginia
3008,Pittsylvania + Danville,38497.0,Virginia
3009,Prince George + Hopewell,38779.0,Virginia
3010,"Prince William, Manassas + Manassas Park",54740.0,Virginia
3011,Roanoke + Salem,52248.0,Virginia
3012,"Rockbridge, Buena Vista + Lexington",40320.0,Virginia
3013,Rockingham + Harrisonburg,39721.0,Virginia
3014,Southampton + Franklin,42381.0,Virginia
3015,Spotsylvania + Fredericksburg,50790.0,Virginia
3016,Washington + Bristol,40912.0,Virginia
3017,Wise + Norton,32988.0,Virginia
3018,York + Poquoson,59113.0,Virginia
3021,Adams,42800.0,Washington
3022,Asotin,47104.0,Washington
3023,Benton,47465.0,Washington
3024,Chelan,54763.0,Washington
3025,Clallam,46120.0,Washington
3026,Clark,53423.0,Washington
3027,Columbia,50073.0,Washington
3028,Cowlitz,44990.0,Washington
3029,Douglas,41508.0,Washington
3030,Ferry,36071.0,Washington
3031,Franklin,37390.0,Washington
3032,Garfield,44510.0,Washington
3033,Grant,39789.0,Washington
3034,Grays Harbor,40429.0,Washington
3035,Island,55724.0,Washington
3036,Jefferson,52580.0,Washington
3037,King,90438.0,Washington
3038,Kitsap,56244.0,Washington
3039,Kittitas,42603.0,Washington
3040,Klickitat,48654.0,Washington
3041,Lewis,43453.0,Washington
3042,Lincoln,46312.0,Washington
3043,Mason,42767.0,Washington
3044,Okanogan,42462.0,Washington
3045,Pacific,41740.0,Washington
3046,Pend Oreille,41664.0,Washington
3047,Pierce,52114.0,Washington
3048,San Juan,76749.0,Washington
3049,Skagit,53060.0,Washington
3050,Skamania,45802.0,Washington
3051,Snohomish,55888.0,Washington
3052,Spokane,46466.0,Washington
3053,Stevens,39505.0,Washington
3054,Thurston,51684.0,Washington
3055,Wahkiakum,42423.0,Washington
3056,Walla Walla,46144.0,Washington
3057,Whatcom,48792.0,Washington
3058,Whitman,40935.0,Washington
3059,Yakima,43379.0,Washington
3062,Barbour,32290.0,West Virginia
3063,Berkeley,41201.0,West Virginia
3064,Boone,33592.0,West Virginia
3065,Braxton,31594.0,West Virginia
3066,Brooke,41740.0,West Virginia
3067,Cabell,42939.0,West Virginia
3068,Calhoun,30155.0,West Virginia
3069,Clay,30925.0,West Virginia
3070,Doddridge,28862.0,West Virginia
3071,Fayette,34577.0,West Virginia
3072,Gilmer,28917.0,West Virginia
3073,Grant,36691.0,West Virginia
3074,Greenbrier,38098.0,West Virginia
3075,Hampshire,35068.0,West Virginia
3076,Hancock,42128.0,West Virginia
3077,Hardy,34150.0,West Virginia
3078,Harrison,48226.0,West Virginia
3079,Jackson,38147.0,West Virginia
3080,Jefferson,49926.0,West Virginia
3081,Kanawha,48435.0,West Virginia
3082,Lewis,40653.0,West Virginia
3083,Lincoln,30549.0,West Virginia
3084,Logan,36525.0,West Virginia
3085,McDowell,30451.0,West Virginia
3086,Marion,41980.0,West Virginia
3087,Marshall,41028.0,West Virginia
3088,Mason,33318.0,West Virginia
3089,Mercer,37452.0,West Virginia
3090,Mineral,38815.0,West Virginia
3091,Mingo,32051.0,West Virginia
3092,Monongalia,44679.0,West Virginia
3093,Monroe,30359.0,West Virginia
3094,Morgan,34533.0,West Virginia
3095,Nicholas,34102.0,West Virginia
3096,Ohio,65100.0,West Virginia
3097,Pendleton,35140.0,West Virginia
3098,Pleasants,43883.0,West Virginia
3099,Pocahontas,38172.0,West Virginia
3100,Preston,35686.0,West Virginia
3101,Putnam,46941.0,West Virginia
3102,Raleigh,41115.0,West Virginia
3103,Randolph,36533.0,West Virginia
3104,Ritchie,37177.0,West Virginia
3105,Roane,34770.0,West Virginia
3106,Summers,32879.0,West Virginia
3107,Taylor,40675.0,West Virginia
3108,Tucker,41322.0,West Virginia
3109,Tyler,37336.0,West Virginia
3110,Upshur,33261.0,West Virginia
3111,Wayne,33637.0,West Virginia
3112,Webster,27816.0,West Virginia
3113,Wetzel,36791.0,West Virginia
3114,Wirt,32156.0,West Virginia
3115,Wood,42669.0,West Virginia
3116,Wyoming,30510.0,West Virginia
3119,Adams,38736.0,Wisconsin
3120,Ashland,41106.0,Wisconsin
3121,Barron,49431.0,Wisconsin
3122,Bayfield,48542.0,Wisconsin
3123,Brown,52821.0,Wisconsin
3124,Buffalo,44756.0,Wisconsin
3125,Burnett,42706.0,Wisconsin
3126,Calumet,50776.0,Wisconsin
3127,Chippewa,46162.0,Wisconsin
3128,Clark,40228.0,Wisconsin
3129,Columbia,51147.0,Wisconsin
3130,Crawford,41485.0,Wisconsin
3131,Dane,61304.0,Wisconsin
3132,Dodge,44799.0,Wisconsin
3133,Door,63178.0,Wisconsin
3134,Douglas,43004.0,Wisconsin
3135,Dunn,39948.0,Wisconsin
3136,Eau Claire,48240.0,Wisconsin
3137,Florence,54346.0,Wisconsin
3138,Fond du Lac,48126.0,Wisconsin
3139,Forest,41517.0,Wisconsin
3140,Grant,43310.0,Wisconsin
3141,Green,51026.0,Wisconsin
3142,Green Lake,46152.0,Wisconsin
3143,Iowa,48073.0,Wisconsin
3144,Iron,51471.0,Wisconsin
3145,Jackson,46528.0,Wisconsin
3146,Jefferson,46241.0,Wisconsin
3147,Juneau,37898.0,Wisconsin
3148,Kenosha,46874.0,Wisconsin
3149,Kewaunee,46197.0,Wisconsin
3150,La Crosse,50107.0,Wisconsin
3151,Lafayette,43042.0,Wisconsin
3152,Langlade,43223.0,Wisconsin
3153,Lincoln,45766.0,Wisconsin
3154,Manitowoc,47675.0,Wisconsin
3155,Marathon,50111.0,Wisconsin
3156,Marinette,44014.0,Wisconsin
3157,Marquette,41182.0,Wisconsin
3158,Menominee,30371.0,Wisconsin
3159,Milwaukee,47589.0,Wisconsin
3160,Monroe,41779.0,Wisconsin
3161,Oconto,45609.0,Wisconsin
3162,Oneida,51715.0,Wisconsin
3163,Outagamie,51230.0,Wisconsin
3164,Ozaukee,83992.0,Wisconsin
3165,Pepin,47961.0,Wisconsin
3166,Pierce,45936.0,Wisconsin
3167,Polk,46514.0,Wisconsin
3168,Portage,45886.0,Wisconsin
3169,Price,45320.0,Wisconsin
3170,Racine,49749.0,Wisconsin
3171,Richland,43233.0,Wisconsin
3172,Rock,44204.0,Wisconsin
3173,Rusk,44199.0,Wisconsin
3174,St. Croix,55543.0,Wisconsin
3175,Sauk,48365.0,Wisconsin
3176,Sawyer,45915.0,Wisconsin
3177,Shawano,42290.0,Wisconsin
3178,Sheboygan,52851.0,Wisconsin
3179,Taylor,39051.0,Wisconsin
3180,Trempealeau,44698.0,Wisconsin
3181,Vernon,40356.0,Wisconsin
3182,Vilas,53983.0,Wisconsin
3183,Walworth,50023.0,Wisconsin
3184,Washburn,47218.0,Wisconsin
3185,Washington,58601.0,Wisconsin
3186,Waukesha,72650.0,Wisconsin
3187,Waupaca,45629.0,Wisconsin
3188,Waushara,41204.0,Wisconsin
3189,Winnebago,48101.0,Wisconsin
3190,Wood,46743.0,Wisconsin
3193,Albany,40444.0,Wyoming
3194,Big Horn,36903.0,Wyoming
3195,Campbell,52824.0,Wyoming
3196,Carbon,58372.0,Wyoming
3197,Converse,55011.0,Wyoming
3198,Crook,46081.0,Wyoming
3199,Fremont,43633.0,Wyoming
3200,Goshen,43348.0,Wyoming
3201,Hot Springs,55232.0,Wyoming
3202,Johnson,51314.0,Wyoming
3203,Laramie,52039.0,Wyoming
3204,Lincoln,43049.0,Wyoming
3205,Natrona,69379.0,Wyoming
3206,Niobrara,51357.0,Wyoming
3207,Park,54308.0,Wyoming
3208,Platte,48442.0,Wyoming
3209,Sheridan,58223.0,Wyoming
3210,Sublette,51361.0,Wyoming
3211,Sweetwater,53145.0,Wyoming
3212,Teton,251728.0,Wyoming
3213,Uinta,40280.0,Wyoming
3214,Washakie,48184.0,Wyoming
3215,Weston,44737.0,Wyoming
